328.52,0 
9.2201,63539 
8.0104,127080 
8.3609,190620 
8.8171,254150 
9.4426,317690 
10.441,381230 
10.44,444770 
8.1803,508310 
7.3233,571850 
7.4454,635390 
7.0503,698920 
6.3468,762460 
6.3787,826000 
7.1172,889540 
6.3516,953080 
5.4411,1016600 
5.7294,1080200 
6.008,1143700 
5.0269,1207200 
5.3779,1270800 
7.8644,1334300 
4.3532,1397800 
4.0936,1461400 
4.1662,1524900 
16.619,1588500 
10.727,1652000 
15.616,1715500 
13.412,1779100 
46.55,1842600 
66.549,1906200 
227.94,1969700 
290.78,2033200 
101.84,2096800 
79.169,2160300 
45.132,2223900 
63.901,2287400 
29.573,2350900 
52.996,2414500 
17.165,2478000 
38.224,2541500 
14.787,2605100 
29.904,2668600 
16.557,2732200 
21.423,2795700 
16.976,2859200 
17.608,2922800 
17.508,2986300 
10.724,3049900 
11.137,3113400 
9.7827,3176900 
8.3353,3240500 
5.0167,3304000 
3.9285,3367500 
8.2863,3431100 
5.6972,3494600 
3.9949,3558200 
3.3909,3621700 
6.5563,3685200 
9.5847,3748800 
5.2729,3812300 
7.5781,3875900 
12.109,3939400 
10.003,4002900 
2.1509,4066500 
2.1119,4130000 
3.115,4193500 
3.3509,4257100 
0.67401,4320600 
0.97021,4384200 
1.2786,4447700 
2.053,4511200 
0.72426,4574800 
1.0671,4638300 
0.85559,4701900 
1.107,4765400 
0.4876,4828900 
0.6568,4892500 
0.87863,4956000 
0.55616,5019600 
0.21936,5083100 
0.42435,5146600 
0.65733,5210200 
0.75039,5273700 
0.52735,5337200 
0.85121,5400800 
1.3397,5464300 
1.1484,5527900 
1.1079,5591400 
1.4995,5654900 
0.8596,5718500 
0.78622,5782000 
1.9272,5845600 
1.9623,5909100 
2.9318,5972600 
2.7828,6036200 
2.0711,6099700 
1.7714,6163200 
0.90073,6226800 
1.1855,6290300 
1.424,6353900 
1.295,6417400 
1.4597,6480900 
1.7676,6544500 
1.4405,6608000 
1.4749,6671600 
1.6259,6735100 
1.6886,6798600 
1.3888,6862200 
1.1692,6925700 
1.5782,6989200 
1.5891,7052800 
1.3219,7116300 
0.98583,7179900 
1.2824,7243400 
1.1861,7306900 
1.22,7370500 
0.83077,7434000 
0.80143,7497600 
1.3352,7561100 
1.0851,7624600 
0.64785,7688200 
0.65771,7751700 
1.2101,7815200 
0.88089,7878800 
0.058572,7942300 
1.7087,8005900 
0.086416,8069400 
0.65767,8132900 
0.89607,8196500 
0.61349,8260000 
0.63891,8323600 
0.95841,8387100 
1.0429,8450600 
1.0495,8514200 
0.91006,8577700 
1.1239,8641300 
1.6261,8704800 
1.2852,8768300 
1.3367,8831900 
1.3111,8895400 
1.419,8958900 
1.5503,9022500 
1.3949,9086000 
1.3577,9149600 
1.3322,9213100 
1.0736,9276600 
1.3975,9340200 
1.4011,9403700 
1.2011,9467300 
1.1242,9530800 
1.3503,9594300 
1.1616,9657900 
1.0135,9721400 
1.041,9784900 
1.1986,9848500 
0.92979,9912000 
0.88067,9975600 
0.72818,10039000 
0.71448,10103000 
0.77546,10166000 
0.58677,10230000 
0.51318,10293000 
