348.99,0 
11.805,63539 
11.031,127000 
11.357,191000 
11.044,254000 
11.031,318000 
11.948,381000 
11.6,445000 
8.7972,508000 
8.4927,572000 
8.8404,635000 
8.0503,699000 
6.7786,762000 
7.2193,826000 
8.6021,890000 
7.3142,953000 
5.9905,1020000 
6.439,1080000 
7.2342,1140000 
5.4221,1210000 
6.7444,1270000 
11.679,1330000 
5.6619,1400000 
11.617,1460000 
6.1471,1520000 
28.796,1590000 
18.278,1650000 
36.337,1720000 
28.047,1780000 
74.025,1840000 
117.55,1910000 
410.06,1970000 
477.89,2030000 
178.11,2100000 
134.1,2160000 
73.679,2220000 
105.64,2290000 
48.703,2350000 
81.221,2410000 
25.523,2480000 
56.549,2540000 
21.528,2610000 
41.813,2670000 
22.607,2730000 
29.734,2800000 
22.564,2860000 
21.308,2920000 
20.643,2990000 
13.503,3050000 
12.988,3110000 
9.6501,3180000 
7.2295,3240000 
4.7279,3300000 
3.8959,3370000 
6.3128,3430000 
3.8733,3490000 
3.5154,3560000 
3.615,3620000 
4.3459,3690000 
6.8898,3750000 
4.7277,3810000 
6.2693,3880000 
6.8053,3940000 
4.6105,4000000 
5.3007,4070000 
3.6228,4130000 
0.8575,4190000 
2.5784,4260000 
3.2165,4320000 
3.3402,4380000 
1.3952,4450000 
0.44955,4510000 
1.1243,4570000 
1.7136,4640000 
1.3855,4700000 
0.9235,4770000 
0.43634,4830000 
0.77451,4890000 
1.2017,4960000 
0.41529,5020000 
1.132,5080000 
1.5766,5150000 
1.2332,5210000 
0.89953,5270000 
1.7674,5340000 
1.8701,5400000 
1.2434,5460000 
1.3633,5530000 
1.7966,5590000 
2.0322,5650000 
2.072,5720000 
2.2497,5780000 
1.0272,5850000 
0.68833,5910000 
7.5866,5970000 
6.1967,6040000 
2.2801,6100000 
1.3394,6160000 
1.8929,6230000 
2.1965,6290000 
0.72267,6350000 
1.2071,6420000 
1.6378,6480000 
1.2338,6540000 
1.1601,6610000 
2.0756,6670000 
1.602,6740000 
0.6981,6800000 
1.3858,6860000 
2.3535,6930000 
1.8475,6990000 
0.5099,7050000 
1.0834,7120000 
2.2408,7180000 
1.7264,7240000 
1.0272,7310000 
0.85071,7370000 
1.5447,7430000 
1.223,7500000 
0.46242,7560000 
1.0417,7620000 
1.6208,7690000 
0.7579,7750000 
1.146,7820000 
1.0734,7880000 
2.7423,7940000 
2.7504,8010000 
1.2671,8070000 
0.61693,8130000 
0.44494,8200000 
0.27801,8260000 
0.3445,8320000 
0.49646,8390000 
0.35185,8450000 
0.26971,8510000 
0.41079,8580000 
0.50304,8640000 
0.96982,8700000 
0.69457,8770000 
0.78924,8830000 
0.77213,8900000 
0.91925,8960000 
1.0891,9020000 
1.0718,9090000 
1.203,9150000 
1.2085,9210000 
0.83511,9280000 
1.3525,9340000 
1.1817,9400000 
1.4019,9470000 
1.2582,9530000 
0.87136,9590000 
1.0728,9660000 
0.99869,9720000 
0.80914,9780000 
1.0327,9850000 
0.97576,9910000 
0.7309,9980000 
0.75222,10000000 
0.59145,10100000 
0.77647,10200000 
0.44451,10200000 
0.56121,10300000 
0.84617,10400000 
0.60513,10400000 
0.61293,10500000 
0.59128,10500000 
0.69411,10600000 
0.95752,10700000 
0.68699,10700000 
1.0134,10800000 
0.99736,10900000 
0.80345,10900000 
1.0392,11000000 
0.70073,11100000 
1.0106,11100000 
1.0915,11200000 
1.0074,11200000 
0.90354,11300000 
1.3355,11400000 
1.0585,11400000 
0.87958,11500000 
0.94091,11600000 
1.9953,11600000 
1.4178,11700000 
0.86999,11800000 
1.32,11800000 
1.1168,11900000 
1.6871,11900000 
0.76871,12000000 
1.2222,12100000 
1.1401,12100000 
0.33618,12200000 
0.74367,12300000 
1.1069,12300000 
0.85556,12400000 
1.0026,12500000 
1.0044,12500000 
0.96535,12600000 
1.0153,12600000 
1.0883,12700000 
0.95137,12800000 
1.5338,12800000 
1.3106,12900000 
0.86461,13000000 
1.1021,13000000 
0.75509,13100000 
0.71576,13200000 
1.1433,13200000 
0.71245,13300000 
1.079,13300000 
0.89592,13400000 
0.98875,13500000 
1.1985,13500000 
0.89609,13600000 
1.3512,13700000 
1.3882,13700000 
0.69918,13800000 
0.94283,13900000 
1.2619,13900000 
1.1483,14000000 
0.99836,14000000 
1.49,14100000 
1.0051,14200000 
1.3302,14200000 
1.0314,14300000 
1.174,14400000 
1.2566,14400000 
0.97921,14500000 
1.117,14600000 
1.5227,14600000 
1.6173,14700000 
1.3517,14700000 
1.5559,14800000 
2.1776,14900000 
1.7873,14900000 
1.4572,15000000 
1.7432,15100000 
1.9841,15100000 
1.7895,15200000 
2.0522,15200000 
1.7443,15300000 
1.766,15400000 
1.7236,15400000 
1.5337,15500000 
1.4305,15600000 
0.90638,15600000 
1.5161,15700000 
1.4037,15800000 
1.4015,15800000 
1.2504,15900000 
1.3369,15900000 
1.0695,16000000 
0.95843,16100000 
0.68215,16100000 
1.0766,16200000 
1.1983,16300000 
0.70806,16300000 
0.854,16400000 
0.60923,16500000 
0.21696,16500000 
0.66365,16600000 
0.86368,16600000 
0.80556,16700000 
0.12347,16800000 
0.9276,16800000 
0.51965,16900000 
0.46718,17000000 
0.61915,17000000 
0.41356,17100000 
0.48031,17200000 
0.80564,17200000 
0.53163,17300000 
0.73981,17300000 
0.82287,17400000 
0.6688,17500000 
0.61539,17500000 
0.61719,17600000 
0.59476,17700000 
0.51377,17700000 
0.45611,17800000 
0.65522,17900000 
0.82659,17900000 
0.95603,18000000 
0.73492,18000000 
0.92923,18100000 
0.75364,18200000 
0.85831,18200000 
0.68718,18300000 
0.91405,18400000 
0.47468,18400000 
0.31008,18500000 
0.81723,18600000 
0.91648,18600000 
0.90243,18700000 
0.6444,18700000 
0.72154,18800000 
0.95629,18900000 
1.1089,18900000 
0.73799,19000000 
0.76171,19100000 
1.0657,19100000 
1.1466,19200000 
1.4997,19300000 
1.1791,19300000 
1.511,19400000 
1.5986,19400000 
1.5539,19500000 
1.8876,19600000 
2.0811,19600000 
1.9497,19700000 
1.4834,19800000 
1.5823,19800000 
1.7974,19900000 
2.0659,20000000 
1.5498,20000000 
2.214,20100000 
1.7142,20100000 
1.7088,20200000 
1.8701,20300000 
1.5072,20300000 
1.4533,20400000 
1.3907,20500000 
1.6651,20500000 
1.5358,20600000 
1.4603,20700000 
1.4709,20700000 
1.5451,20800000 
1.5801,20800000 
1.2123,20900000 
1.5119,21000000 
1.4337,21000000 
1.469,21100000 
1.7111,21200000 
1.4296,21200000 
1.8494,21300000 
1.6185,21300000 
1.5322,21400000 
1.6619,21500000 
1.6994,21500000 
1.5765,21600000 
1.6714,21700000 
1.9426,21700000 
1.6787,21800000 
1.8167,21900000 
1.8146,21900000 
1.8171,22000000 
1.9094,22000000 
1.7462,22100000 
1.9225,22200000 
